"Cust_id","Freq","Monetary","Recency","Inter_purchase_interval","weekday_spend","weekend_spend","weekday_visits","weekend_visits","Age_band"
1636765,26,2962,12,1,996,1966,10,16,"40-44 "
1636789,7,1628,27,0,1628,0,7,0,"55-59 "
1636796,5,529,15,0,529,0,5,0,"30-34 "
1636819,13,2113,32,0,0,2113,0,13,"30-34 "
1636840,34,3639,18,1,0,3639,0,34,"30-34 "
1636918,8,973,12,0,0,973,0,8,"25-29 "
1636956,51,6316,11,0,0,6316,0,51,"30-34 "
1637038,4,270,38,0,270,0,4,0,"30-34 "
1637045,11,2270,25,0,0,2270,0,11,"30-34 "
1637076,29,3736,4,1,0,3736,0,29,"35-39 "
1637083,36,2860,19,1,267,2593,2,34,"35-39 "
1637243,11,1168,6,0,1168,0,11,0,"40-44 "
1637274,35,3826,25,0,527,3299,8,27,"30-34 "
1637328,27,21980,37,0,21980,0,27,0,"35-39 "
1637335,23,2850,30,1,2402,448,18,5,"35-39 "
1637397,37,10134,9,0,10134,0,37,0,"40-44 "
1637434,4,8224,4,1,4135,4089,2,2,"45-49 "
1637489,13,762,22,1,762,0,13,0,"45-49 "
1637526,28,7538,12,1,0,7538,0,28,"35-39 "
1637649,29,3193,11,1,3032,161,26,3,"45-49 "
1637663,20,2224,11,0,0,2224,0,20,"35-39 "
1637687,11,8702,11,0,0,8702,0,11,"35-39 "
1637694,8,6604,35,0,2292,4312,3,5,"45-49 "
1637878,19,2116,5,2,1087,1029,9,10,"50-54 "
1637977,24,2058,14,1,1511,547,19,5,"35-39 "
1638080,99,11803,3,0,6706,5097,61,38,"40-44 "
1638097,47,6863,12,1,4513,2350,31,16,"40-44 "
1638141,35,5852,10,1,4922,930,27,8,"45-49 "
1638158,12,1693,11,0,0,1693,0,12,"25-29 "
1638226,19,3294,31,0,1199,2095,4,15,"35-39 "
1638301,19,2013,33,0,0,2013,0,19,"30-34 "
1638349,20,3298,3,2,3298,0,20,0,"35-39 "
1638356,1,10044,14,0,10044,0,1,0,"30-34 "
1638363,48,23473,14,0,20644,2829,26,22,"30-34 "
1638455,16,13543,19,0,0,13543,0,16,"40-44 "
1638479,5,356,37,0,356,0,5,0,"30-34 "
1638615,36,4601,7,1,2685,1916,13,23,"35-39 "
1638653,18,2704,20,1,2704,0,18,0,"35-39 "
1638745,22,7823,32,0,0,7823,0,22,"30-34 "
1638905,3,147,19,0,0,147,0,3,"35-39 "
1638929,102,24751,5,0,0,24751,0,102,"40-44 "
1638950,16,1786,6,1,587,1199,6,10,"35-39 "
1639049,19,5172,12,0,2889,2283,10,9,"45-49 "
1639117,45,6822,3,1,4274,2548,23,22,"45-49 "
1639162,3,206,4,0,0,206,0,3,"30-34 "
1639261,6,2632,16,0,2632,0,6,0,"25-29 "
1639322,44,6999,5,0,0,6999,0,44,"40-44 "
1639377,9,1550,9,0,1550,0,9,0,"50-54 "
1639469,2,218,15,0,218,0,2,0,"35-39 "
1639544,4,390,2,0,390,0,4,0,"<25 "
1639582,15,13639,39,0,0,13639,0,15,"60-64 "
1639599,12,1827,10,2,923,904,7,5,"<25 "
1639612,8,2482,14,0,2482,0,8,0,"35-39 "
1639629,13,8843,18,0,0,8843,0,13,"25-29 "
1639735,7,768,32,1,116,652,1,6,"35-39 "
1639773,10,1365,17,2,765,600,7,3,">65 "
1639780,26,6972,35,0,6972,0,26,0,"25-29 "
1639940,9,376,19,0,0,376,0,9,"35-39 "
1640038,9,845,37,0,845,0,9,0,"35-39 "
1640052,14,1675,18,0,579,1096,4,10,"40-44 "
1640137,5,3010,27,0,3010,0,5,0,">65 "
1640175,7,1228,12,0,0,1228,0,7,"35-39 "
1640304,1,17,21,0,17,0,1,0,"60-64 "
1640380,15,2022,3,1,2022,0,15,0,"30-34 "
1640496,20,1641,10,2,1323,318,14,6,">65 "
1640526,29,3267,7,1,2044,1223,13,16,"30-34 "
1640557,2,314,32,0,0,314,0,2,"30-34 "
1640656,12,658,28,0,658,0,12,0,"35-39 "
1640663,69,22966,10,0,2553,20413,10,59,"40-44 "
1640717,17,3135,3,1,3135,0,17,0,"30-34 "
1640809,20,2174,11,0,0,2174,0,20,"35-39 "
1640816,38,2465,19,1,0,2465,0,38,"30-34 "
1640878,24,5989,15,1,2682,3307,10,14,"40-44 "
1640892,17,1973,11,2,921,1052,6,11,"50-54 "
1640908,19,3827,12,1,1841,1986,4,15,"25-29 "
1640922,3,289,21,0,289,0,3,0,"35-39 "
1640953,11,885,13,0,885,0,11,0,"35-39 "
1640960,19,2687,6,2,1926,761,13,6,"30-34 "
1641028,52,8694,5,1,0,8694,0,52,"35-39 "
1641097,7,288,29,0,288,0,7,0,"40-44 "
1641158,11,1217,26,0,0,1217,0,11,"35-39 "
1641172,65,14632,10,0,1468,13164,2,63,"30-34 "
1641189,8,2003,25,0,0,2003,0,8,"30-34 "
1641202,29,8215,5,1,216,7999,2,27,"35-39 "
1641240,8,716,25,0,0,716,0,8,"30-34 "
1641424,15,19937,3,2,3168,16769,2,13,"<25 "
1641479,4,1882,10,0,1882,0,4,0,"30-34 "
1641530,7,774,13,0,774,0,7,0,"30-34 "
1641653,44,6779,30,0,610,6169,5,39,"35-39 "
1641738,22,1947,19,0,0,1947,0,22,"35-39 "
1641769,4,1450,19,6,611,839,3,1,"40-44 "
1641912,13,519,9,2,422,97,11,2,"25-29 "
1641974,25,5762,37,0,5762,0,25,0,"25-29 "
1642025,11,2107,5,0,0,2107,0,11,">65 "
1642049,2,470,5,0,0,470,0,2,"30-34 "
1642056,29,9446,5,1,0,9446,0,29,"55-59 "
1642100,14,5443,25,1,0,5443,0,14,"30-34 "
1642155,3,209,26,0,0,209,0,3,"35-39 "
1642209,14,1327,11,1,350,977,8,6,"35-39 "
1642254,5,27539,21,4,25043,2496,4,1,"60-64 "
1642339,8,2853,8,0,2853,0,8,0,"30-34 "
1642391,19,7035,7,1,5633,1402,4,15,"40-44 "
1642407,1,4536,25,0,0,4536,0,1,"40-44 "
1642452,4,250,26,0,0,250,0,4,">65 "
1642544,5,484,3,0,484,0,5,0,"30-34 "
1642599,17,21062,25,0,17164,3898,4,13,"30-34 "
1642629,25,1969,32,0,251,1718,3,22,"50-54 "
1642674,21,2567,19,1,2007,560,17,4,"25-29 "
1642698,29,3774,19,1,1304,2470,10,19,">65 "
1642704,6,876,7,4,707,169,5,1,"60-64 "
1642711,48,4060,5,1,2343,1717,38,10,"35-39 "
1642773,2,284,26,0,0,284,0,2,"35-39 "
1642780,11,3000,11,0,0,3000,0,11,"35-39 "
1642803,5,541,19,0,0,541,0,5,"35-39 "
1642810,27,9182,9,0,9182,0,27,0,"40-44 "
1642827,30,2698,23,1,1053,1645,19,11,"40-44 "
1642841,7,3950,32,1,0,3950,0,7,"25-29 "
1642858,1,60,32,0,0,60,0,1,"30-34 "
1642889,3,366,14,0,366,0,3,0,">65 "
1642902,16,4960,15,0,4960,0,16,0,"<25 "
1642971,10,1416,12,0,0,1416,0,10,"<25 "
1643046,77,21615,2,1,17925,3690,59,18,"35-39 "
1643053,20,2192,18,1,940,1252,10,10,"35-39 "
1643107,3,1076,21,0,1076,0,3,0,"25-29 "
1643121,5,703,9,5,307,396,4,1,"<25 "
1643220,16,4025,15,1,4025,0,16,0,"30-34 "
1643237,5,550,42,0,550,0,5,0,"40-44 "
1643282,13,1528,14,0,1528,0,13,0,"25-29 "
1643343,16,2612,25,0,0,2612,0,16,"50-54 "
1643381,8,2126,24,0,2126,0,8,0,"35-39 "
1643411,5,8276,33,0,0,8276,0,5,"30-34 "
1643466,2,113,24,0,113,0,2,0,"55-59 "
1643473,16,1826,18,1,0,1826,0,16,"30-34 "
1643534,19,9629,40,0,0,9629,0,19,"30-34 "
1643558,13,5962,29,0,5962,0,13,0,"35-39 "
1643695,43,9107,4,1,2571,6536,7,36,"40-44 "
1643732,1,60,35,0,60,0,1,0,"25-29 "
1643749,24,4740,2,1,4740,0,24,0,"<25 "
1643794,20,19493,34,0,19493,0,20,0,"35-39 "
1643824,12,2531,8,3,1230,1301,7,5,"35-39 "
1643947,24,4421,19,1,0,4421,0,24,"30-34 "
1643954,25,1614,32,0,0,1614,0,25,"25-29 "
1643978,22,2075,4,2,770,1305,8,14,"30-34 "
1644081,22,6010,12,1,1487,4523,10,12,"45-49 "
1644104,4,425,18,0,0,425,0,4,"30-34 "
1644111,26,6120,18,0,482,5638,7,19,"30-34 "
1644135,5,316,14,0,316,0,5,0,"60-64 "
1644197,2,92,40,0,0,92,0,2,"35-39 "
1644227,55,15246,2,1,5458,9788,25,30,"<25 "
1644258,14,4964,7,0,4964,0,14,0,"30-34 "
1644326,5,7839,36,0,7839,0,5,0,"<25 "
1644333,25,9026,3,1,1290,7736,10,15,"<25 "
1644340,4,180,19,0,0,180,0,4,"30-34 "
1644371,9,1440,13,0,1440,0,9,0,"30-34 "
1644432,14,1019,2,1,1019,0,14,0,"40-44 "
1644593,2,270,41,0,270,0,2,0,"40-44 "
1644616,6,1526,33,0,0,1526,0,6,"60-64 "
1644685,24,2723,5,1,0,2723,0,24,"35-39 "
1644715,12,5871,5,0,0,5871,0,12,"50-54 "
1644739,42,4092,40,0,0,4092,0,42,"40-44 "
1644753,10,8364,15,1,8364,0,10,0,"50-54 "
1644869,6,1712,5,0,0,1712,0,6,"40-44 "
1644883,21,17260,5,0,0,17260,0,21,"40-44 "
1644913,15,3031,12,0,0,3031,0,15,"40-44 "
1645088,22,6500,31,0,617,5883,6,16,"40-44 "
1645149,3,185,19,0,0,185,0,3,"35-39 "
1645163,13,1956,30,0,1956,0,13,0,"55-59 "
1645170,35,3974,17,0,3974,0,35,0,"30-34 "
1645194,74,187770,3,0,187582,188,70,4,"30-34 "
1645200,21,2365,12,0,2066,299,20,1,"30-34 "
1645231,5,1147,3,0,1147,0,5,0,"35-39 "
1645262,57,17166,14,0,12579,4587,32,25,"45-49 "
1645323,30,2298,33,0,0,2298,0,30,"35-39 "
1645446,11,1836,9,2,1836,0,11,0,"30-34 "
1645552,1,129,36,0,129,0,1,0,">65 "
1645675,24,2349,8,1,2173,176,22,2,"45-49 "
1645712,2,138,32,0,0,138,0,2,"30-34 "
1645774,20,2633,33,0,0,2633,0,20,"25-29 "
1645781,6,1020,10,0,1020,0,6,0,"35-39 "
1645835,27,2675,11,1,640,2035,5,22,"30-34 "
1645866,4,1776,28,0,1776,0,4,0,"25-29 "
1645873,3,430,29,2,430,0,3,0,"35-39 "
1646108,3,858,21,0,858,0,3,0,"25-29 "
1646283,17,6677,31,0,6677,0,17,0,"35-39 "
1646313,6,1451,5,6,1415,36,5,1,"35-39 "
1646351,5,409,36,0,409,0,5,0,"35-39 "
1646368,20,1377,10,0,1377,0,20,0,"<25 "
1646375,10,1911,2,1,727,1184,3,7,"30-34 "
1646528,7,2735,35,0,2735,0,7,0,"25-29 "
1646535,12,1440,2,2,1440,0,12,0,"30-34 "
1646573,28,1611,8,1,1611,0,28,0,"50-54 "
1646603,9,802,42,0,802,0,9,0,"35-39 "
1646825,14,2090,25,0,0,2090,0,14,"30-34 "
1646948,3,1759,33,2,0,1759,0,3,"45-49 "
1646979,39,4801,4,0,0,4801,0,39,"40-44 "
1647037,2,212,32,0,0,212,0,2,"35-39 "
1647303,17,2869,21,1,1410,1459,8,9,"<25 "
1647310,5,8262,20,2,3666,4596,2,3,"25-29 "
1647358,3,1189,37,0,1189,0,3,0,"45-49 "
1647365,2,335,19,0,0,335,0,2,"30-34 "
1647396,16,6938,5,0,0,6938,0,16,"25-29 "
1647457,236,54377,2,0,51379,2998,207,29,"25-29 "
1647594,80,5777,2,0,1449,4328,23,57,"35-39 "
1647709,2,668,40,0,0,668,0,2,"25-29 "
1647716,17,1393,39,0,0,1393,0,17,"40-44 "
1647822,17,1634,31,0,1634,0,17,0,"<25 "
1647846,10,932,18,0,493,439,7,3,"35-39 "
1647860,32,3080,11,1,1396,1684,19,13,"25-29 "
1647907,8,966,2,1,425,541,3,5,"30-34 "
1647983,17,1665,5,2,1138,527,10,7,"30-34 "
1648065,15,11646,31,0,11646,0,15,0,"25-29 "
1648102,13,1227,4,1,675,552,5,8,"35-39 "
1648140,4,1042,17,2,828,214,1,3,"30-34 "
1648157,2,1017,25,0,0,1017,0,2,"35-39 "
1648171,3,216,6,0,216,0,3,0,"50-54 "
1648201,2,723,19,0,0,723,0,2,"35-39 "
1648324,19,18854,7,2,18854,0,19,0,"40-44 "
1648416,11,2036,32,0,0,2036,0,11,"35-39 "
1648515,2,2630,28,0,2630,0,2,0,"25-29 "
1648652,19,8182,25,0,0,8182,0,19,"30-34 "
1648744,22,5458,9,1,4958,500,19,3,"30-34 "
1648843,3,599,11,0,0,599,0,3,"30-34 "
1648850,23,6382,22,0,6382,0,23,0,"35-39 "
1648898,1,944,6,0,944,0,1,0,"40-44 "
1649079,17,2366,11,1,1823,543,11,6,"30-34 "
1649093,21,4746,10,1,4444,302,17,4,"40-44 "
1649215,19,1800,2,2,1429,371,15,4,"<25 "
1649239,23,1659,10,1,1659,0,23,0,"45-49 "
1649277,36,4379,8,1,2798,1581,15,21,"40-44 "
1649338,1,1392,12,0,0,1392,0,1,"30-34 "
1649369,10,665,8,0,665,0,10,0,"35-39 "
1649475,12,1582,25,0,0,1582,0,12,"35-39 "
1649512,7,500,13,0,500,0,7,0,"<25 "
1649574,26,4252,39,0,3634,618,19,7,"45-49 "
1649666,26,3953,6,1,3953,0,26,0,"35-39 "
1649673,22,3381,12,0,3296,85,19,3,"35-39 "
1649727,161,38002,2,0,29749,8253,104,57,"55-59 "
1649734,7,2071,37,1,2071,0,7,0,"<25 "
1649949,10,2190,37,0,2190,0,10,0,"30-34 "
1650013,19,1102,14,0,1102,0,19,0,"<25 "
1650020,5,449,2,0,449,0,5,0,"<25 "
1650037,23,10295,5,2,8761,1534,17,6,"25-29 "
1650044,25,1506,10,1,1506,0,25,0,"50-54 "
1650068,17,3000,19,0,0,3000,0,17,"35-39 "
1650075,6,559,30,0,559,0,6,0,"30-34 "
1650082,33,2537,3,1,1046,1491,9,24,"35-39 "
1650105,6,2250,19,0,0,2250,0,6,"30-34 "
1650235,17,1396,15,0,1396,0,17,0,"40-44 "
1650273,47,6523,10,1,3586,2937,18,29,"35-39 "
1650372,10,1520,16,1,1520,0,10,0,"25-29 "
1650402,6,912,18,0,0,912,0,6,"40-44 "
1650464,38,4843,4,1,1442,3401,8,30,"30-34 "
1650471,25,5344,33,0,0,5344,0,25,"35-39 "
1650501,24,2474,2,1,2474,0,24,0,"45-49 "
1650525,27,3157,7,1,3157,0,27,0,"50-54 "
1650594,7,850,14,2,625,225,2,5,"30-34 "
1650624,20,3284,13,1,3284,0,20,0,"45-49 "
1650709,11,3639,22,0,3639,0,11,0,"60-64 "
1650747,5,646,24,0,646,0,5,0,"30-34 "
1650792,14,2944,32,0,0,2944,0,14,"40-44 "
1650853,17,1997,18,0,0,1997,0,17,"40-44 "
1650860,31,3267,4,1,0,3267,0,31,"35-39 "
1650891,10,11138,3,2,11138,0,10,0,"<25 "
1650914,48,16986,5,1,4125,12861,3,45,"35-39 "
1651188,12,1984,6,0,1984,0,12,0,"50-54 "
1651195,20,959,21,0,959,0,20,0,"30-34 "
1651201,4,321,14,0,321,0,4,0,"40-44 "
1651232,15,2017,9,1,1656,361,11,4,"30-34 "
1651294,22,18159,8,2,18159,0,22,0,"30-34 "
1651300,35,15739,17,1,15739,0,35,0,"<25 "
1651331,26,5637,28,0,5637,0,26,0,"50-54 "
1651348,7,503,8,0,503,0,7,0,"40-44 "
1651423,1,396,21,0,396,0,1,0,"35-39 "
1651492,7,499,25,0,0,499,0,7,"25-29 "
1651546,3,865,6,0,865,0,3,0,"35-39 "
1651584,17,3425,25,0,0,3425,0,17,"35-39 "
1651591,38,9291,10,1,7415,1876,29,9,"50-54 "
1651706,12,1528,19,0,0,1528,0,12,"40-44 "
1651720,21,3703,4,0,0,3703,0,21,">65 "
1651744,8,2111,9,0,2111,0,8,0,"35-39 "
1651812,12,2977,18,1,1293,1684,4,8,"30-34 "
1651874,18,3246,7,2,3246,0,18,0,"30-34 "
1651898,8,2095,4,3,0,2095,0,8,"30-34 "
1651942,3,6251,15,0,6251,0,3,0,"35-39 "
1652109,9,1195,16,1,1195,0,9,0,"45-49 "
1652123,62,7961,13,0,7961,0,62,0,"35-39 "
1652147,8,548,11,0,0,548,0,8,"35-39 "
1652260,20,1305,10,1,1305,0,20,0,"40-44 "
1652284,28,3125,11,1,1374,1751,6,22,"40-44 "
1652406,4,287,18,3,101,186,2,2,"45-49 "
1652420,14,5327,18,2,737,4590,5,9,"25-29 "
1652444,3,126,21,0,126,0,3,0,"<25 "
1652451,17,1205,2,2,401,804,4,13,"25-29 "
1652468,5,481,2,0,481,0,5,0,"30-34 "
1652536,19,2463,18,1,885,1578,6,13,"30-34 "
1652581,6,250,27,1,250,0,6,0,"30-34 "
1652642,5,3477,17,4,3477,0,5,0,"30-34 "
1652710,29,2103,2,0,2103,0,29,0,"40-44 "
1652796,21,3390,23,1,3390,0,21,0,"35-39 "
1652819,35,2712,18,1,2359,353,32,3,"30-34 "
1652826,1,99,12,0,0,99,0,1,"30-34 "
1652970,18,2929,16,1,2929,0,18,0,"35-39 "
1653045,18,2362,8,2,1001,1361,9,9,"60-64 "
1653212,21,4340,20,1,4340,0,21,0,"30-34 "
1653328,7,5164,34,0,5164,0,7,0,"35-39 "
1653366,3,103,31,0,103,0,3,0,"30-34 "
1653427,20,2771,11,0,0,2771,0,20,"35-39 "
1653946,50,8976,4,1,3863,5113,22,28,"40-44 "
1653953,15,1344,23,1,1344,0,15,0,"35-39 "
1654011,3,442,21,0,442,0,3,0,"25-29 "
1654066,14,14445,13,1,14445,0,14,0,"35-39 "
1654097,9,2123,5,0,0,2123,0,9,"40-44 "
1654103,4,685,11,2,0,685,0,4,"25-29 "
1654172,33,3021,16,0,340,2681,4,29,"40-44 "
1654189,26,2182,19,1,1247,935,21,5,"30-34 "
1654202,53,19012,8,0,19012,0,53,0,"25-29 "
1654264,18,2843,19,0,0,2843,0,18,"30-34 "
1654400,13,709,2,2,250,459,6,7,"50-54 "
1654424,44,10790,32,0,0,10790,0,44,"30-34 "
1654479,23,5496,2,1,5496,0,23,0,"35-39 "
1654509,42,5446,12,1,3896,1550,29,13,"30-34 "
1654585,16,6615,12,1,309,6306,2,14,"35-39 "
1654738,9,888,11,2,0,888,0,9,"60-64 "
1654745,22,3140,2,0,1634,1506,11,11,"40-44 "
1654905,2,116,15,0,116,0,2,0,"<25 "
1654929,6,1055,4,0,0,1055,0,6,"35-39 "
1654943,43,19765,25,0,0,19765,0,43,"45-49 "
1654950,4,614,18,1,89,525,1,3,"35-39 "
1654974,26,4502,4,1,0,4502,0,26,"45-49 "
1655056,5,1418,28,0,1418,0,5,0,"25-29 "
1655117,10,3460,24,0,3460,0,10,0,"35-39 "
1655162,18,3582,8,2,1494,2088,2,16,"55-59 "
1655209,5,616,18,0,0,616,0,5,"35-39 "
1655216,11,2302,13,0,2302,0,11,0,"35-39 "
1655261,38,4678,14,1,2450,2228,19,19,"45-49 "
1655407,14,2256,10,2,1699,557,7,7,"35-39 "
1655490,1,60,33,0,0,60,0,1,"40-44 "
1655575,31,13949,3,0,13949,0,31,0,"40-44 "
1655612,3,1534,17,0,1534,0,3,0,"30-34 "
1655650,9,5338,14,0,5338,0,9,0,"35-39 "
1655667,36,7775,2,1,236,7539,1,35,"45-49 "
1655728,34,10247,11,1,0,10247,0,34,"40-44 "
1655766,8,1603,12,0,0,1603,0,8,"30-34 "
1655995,18,1031,6,1,1031,0,18,0,"40-44 "
1656022,51,4121,2,1,3832,289,48,3,"40-44 "
1656077,1,552,22,0,552,0,1,0,"30-34 "
1656114,27,3936,10,1,2384,1552,21,6,"35-39 "
1656145,23,2481,20,0,2481,0,23,0,"30-34 "
1656176,5,2946,2,6,2640,306,1,4,"25-29 "
1656237,6,845,10,0,845,0,6,0,"<25 "
1656343,1,166,4,0,0,166,0,1,"30-34 "
1656381,2,355,21,0,355,0,2,0,"<25 "
1656435,23,18146,42,0,18146,0,23,0,"45-49 "
1656442,14,1417,11,0,0,1417,0,14,"45-49 "
1656510,17,838,19,0,0,838,0,17,"35-39 "
1656527,3,436,6,0,436,0,3,0,"60-64 "
1656558,8,2479,12,0,0,2479,0,8,"45-49 "
1656664,28,2527,2,1,1055,1472,21,7,"45-49 "
1656855,2,250,35,0,250,0,2,0,"50-54 "
1656879,2,484,26,0,0,484,0,2,"30-34 "
1656893,9,600,42,0,600,0,9,0,">65 "
1656916,4,393,42,0,393,0,4,0,"35-39 "
1656978,16,2042,12,0,0,2042,0,16,"50-54 "
1656985,3,566,35,0,566,0,3,0,"35-39 "
1657081,7,636,39,0,0,636,0,7,"25-29 "
1657098,31,2363,25,1,997,1366,12,19,"30-34 "
1657166,20,3311,8,0,3311,0,20,0,"40-44 "
1657197,3,276,14,6,190,86,2,1,"40-44 "
1657272,59,9624,18,0,0,9624,0,59,"30-34 "
1657340,6,3919,5,0,0,3919,0,6,"25-29 "
1657401,18,1208,4,0,0,1208,0,18,"60-64 "
1657487,14,9186,5,0,0,9186,0,14,"40-44 "
1657579,29,2736,4,1,1801,935,18,11,">65 "
1657654,2,539,38,0,539,0,2,0,"45-49 "
1657814,26,2665,6,1,2665,0,26,0,"25-29 "
1657852,1,106,40,0,0,106,0,1,"45-49 "
1657876,2,6599,9,0,6599,0,2,0,"25-29 "
1657951,86,7553,4,0,3782,3771,42,44,"40-44 "
1657982,205,9963,3,0,5749,4214,121,84,"35-39 "
1658019,10,32518,38,0,32518,0,10,0,"40-44 "
1658033,21,2724,33,0,0,2724,0,21,"35-39 "
1658064,32,7912,13,1,7912,0,32,0,"30-34 "
1658095,9,1936,38,0,1936,0,9,0,"25-29 "
1658118,10,2413,26,0,0,2413,0,10,"30-34 "
1658125,7,509,38,0,509,0,7,0,"35-39 "
1658224,31,2810,3,1,2810,0,31,0,"40-44 "
1658255,14,3106,6,0,3106,0,14,0,"35-39 "
1658262,20,2621,12,1,0,2621,0,20,"35-39 "
1658286,5,3364,8,2,3364,0,5,0,"30-34 "
1658323,10,2798,16,2,2798,0,10,0,"35-39 "
1658330,22,7932,18,0,0,7932,0,22,"35-39 "
1658378,2,98,8,0,98,0,2,0,"30-34 "
1658385,13,4558,41,0,4558,0,13,0,"35-39 "
1658460,42,11386,16,0,458,10928,3,39,"30-34 "
1658545,15,4319,19,0,0,4319,0,15,"40-44 "
1658613,9,3695,39,0,0,3695,0,9,"35-39 "
1658644,19,2125,41,0,2125,0,19,0,"30-34 "
1658682,44,7078,19,0,4078,3000,25,19,"45-49 "
1658705,8,797,4,4,60,737,1,7,"55-59 "
1658743,13,4560,31,0,4560,0,13,0,"<25 "
1658774,12,2650,14,0,2650,0,12,0,"35-39 "
1658781,41,3764,4,1,784,2980,17,24,"30-34 "
1658811,28,3411,4,0,0,3411,0,28,"35-39 "
1658842,5,755,23,0,755,0,5,0,"30-34 "
1658897,29,4595,4,0,0,4595,0,29,"40-44 "
1658934,3,703,19,0,0,703,0,3,"35-39 "
1659047,13,1530,7,0,1530,0,13,0,"30-34 "
1659054,25,3266,32,0,1971,1295,12,13,"30-34 "
1659146,8,4255,31,0,4255,0,8,0,"35-39 "
1659252,33,15466,5,1,9170,6296,13,20,"40-44 "
1659269,42,4161,5,1,1003,3158,6,36,"35-39 "
1659337,19,5146,14,1,5146,0,19,0,"25-29 "
1659399,10,7450,19,1,0,7450,0,10,"40-44 "
1659405,2,96,15,10,96,0,2,0,"<25 "
1659474,5,983,22,0,983,0,5,0,"35-39 "
1659559,23,5380,32,0,0,5380,0,23,"35-39 "
1659726,82,13919,2,0,11819,2100,72,10,"25-29 "
1659740,40,2699,10,1,1515,1184,25,15,"60-64 "
1659757,3,224,5,0,0,224,0,3,"30-34 "
1659764,4,566,19,0,0,566,0,4,"30-34 "
1659863,1,248,30,0,248,0,1,0,"25-29 "
1659870,8,32191,15,2,32170,21,7,1,"35-39 "
1659900,42,16234,4,1,0,16234,0,42,"25-29 "
1659924,14,1399,25,0,0,1399,0,14,"55-59 "
1659948,4,438,10,0,438,0,4,0,"45-49 "
1660029,20,2428,16,0,2428,0,20,0,"25-29 "
1660036,10,1561,32,0,0,1561,0,10,"30-34 "
1660043,16,1451,14,2,1451,0,16,0,"40-44 "
1660081,37,6520,15,0,6520,0,37,0,"25-29 "
1660142,15,1663,24,0,1663,0,15,0,"25-29 "
1660203,28,2174,21,0,2174,0,28,0,"35-39 "
1660210,13,3442,21,0,3442,0,13,0,"30-34 "
1660272,17,1904,14,0,1904,0,17,0,"40-44 "
1660289,14,17929,26,0,0,17929,0,14,"35-39 "
1660319,10,4574,4,0,0,4574,0,10,"40-44 "
1660326,4,285,35,0,285,0,4,0,"25-29 "
1660371,9,696,14,1,696,0,9,0,"<25 "
1660401,10,579,29,0,579,0,10,0,"40-44 "
1660418,17,3305,10,2,3305,0,17,0,"45-49 "
1660463,4,1371,19,0,0,1371,0,4,">65 "
1660500,22,1203,2,0,389,814,9,13,"35-39 "
1660517,10,364,32,0,0,364,0,10,"30-34 "
1660548,9,2490,16,2,2490,0,9,0,"40-44 "
1660562,167,32187,4,0,20872,11315,87,80,"40-44 "
1660593,17,2826,5,1,715,2111,5,12,"40-44 "
1660654,7,6415,2,2,6415,0,7,0,"35-39 "
1660678,17,2368,2,2,1194,1174,10,7,"40-44 "
1660739,7,899,16,0,899,0,7,0,"40-44 "
1660746,12,781,19,0,0,781,0,12,"35-39 "
1660852,1,36,15,0,36,0,1,0,"30-34 "
1660869,21,6061,10,1,5272,789,13,8,"30-34 "
1660920,3,836,15,8,836,0,3,0,"<25 "
1660937,14,2979,41,0,2979,0,14,0,"25-29 "
1660944,5,438,4,0,0,438,0,5,"<25 "
1660982,9,1134,4,4,900,234,7,2,"25-29 "
1661040,37,5372,21,1,5372,0,37,0,"35-39 "
1661118,38,3900,24,0,1981,1919,12,26,"45-49 "
1661224,2,450,31,0,450,0,2,0,"<25 "
1661248,14,1347,18,0,0,1347,0,14,"50-54 "
1661316,11,3030,21,0,3030,0,11,0,"30-34 "
1661347,15,1914,5,1,0,1914,0,15,"30-34 "
1661354,5,864,26,0,0,864,0,5,"35-39 "
1661422,3,21595,42,0,21595,0,3,0,"25-29 "
1661446,2,223,17,0,223,0,2,0,"45-49 "
1661453,2,4726,28,0,4726,0,2,0,"35-39 "
1661545,21,11700,27,1,1571,10129,9,12,"35-39 "
1661569,9,712,10,0,712,0,9,0,"35-39 "
1661583,19,909,8,1,909,0,19,0,"45-49 "
1661606,9,568,4,0,0,568,0,9,"25-29 "
1661620,4,579,13,0,579,0,4,0,"25-29 "
1661644,62,16615,2,0,16615,0,62,0,"25-29 "
1661699,8,725,13,0,725,0,8,0,"45-49 "
1661729,19,16736,8,2,16736,0,19,0,"30-34 "
1661736,14,843,3,0,843,0,14,0,"25-29 "
1661743,2,119,39,0,0,119,0,2,"30-34 "
1661774,9,2963,37,0,2963,0,9,0,"35-39 "
1661781,18,6544,21,0,6544,0,18,0,"50-54 "
1661798,8,2808,2,0,2808,0,8,0,"40-44 "
1661859,27,1928,8,1,1928,0,27,0,"30-34 "
1661958,3,140,18,0,0,140,0,3,"30-34 "
1661996,8,1275,3,0,1275,0,8,0,"<25 "
1662122,30,8358,7,1,6573,1785,20,10,"35-39 "
1662313,1,43,16,0,43,0,1,0,"<25 "
1662337,47,36838,14,1,18795,18043,40,7,"35-39 "
1662344,3,2052,4,0,0,2052,0,3,"25-29 "
1662375,1,3008,21,0,3008,0,1,0,"35-39 "
1662399,12,6608,13,0,6608,0,12,0,"30-34 "
1662443,15,4119,31,0,4119,0,15,0,"35-39 "
1662498,17,1279,19,1,0,1279,0,17,"25-29 "
